,support,itemsets
68,0.7368738684369343,"frozenset({'butter', 'sugar'})"
69,0.7501508750754375,"frozenset({'butter', 'tea'})"
70,0.756185878092939,"frozenset({'butter', 'tomatoes'})"
71,0.7966203983101992,"frozenset({'vodka', 'butter'})"
72,0.7732850533091933,"frozenset({'water', 'butter'})"
73,0.7724803862401931,"frozenset({'wine', 'butter'})"
74,0.7525648762824382,"frozenset({'cheese', 'chocolate'})"
75,0.7441158720579361,"frozenset({'cheese', 'coca-cola'})"
76,0.7759002212834439,"frozenset({'coffee', 'cheese'})"
77,0.7789177227921947,"frozenset({'cheese', 'eggs'})"
78,0.7437135385234359,"frozenset({'cheese', 'honey'})"
79,0.7406960370146852,"frozenset({'juice', 'cheese'})"
80,0.7728827197746932,"frozenset({'milk', 'cheese'})"
81,0.7537718768859385,"frozenset({'cheese', 'pens'})"
82,0.7328505330919333,"frozenset({'pepper', 'cheese'})"
83,0.7392878696439348,"frozenset({'cheese', 'salt'})"
84,0.7193723596861799,"frozenset({'cheese', 'sugar'})"
85,0.728223697445182,"frozenset({'cheese', 'tea'})"
86,0.7388855361094347,"frozenset({'cheese', 'tomatoes'})"
87,0.7823375578354456,"frozenset({'vodka', 'cheese'})"
88,0.727620197143432,"frozenset({'cheese', 'water'})"
89,0.7417018708509354,"frozenset({'wine', 'cheese'})"
90,0.7567893783946892,"frozenset({'chocolate', 'coca-cola'})"
91,0.7431100382216858,"frozenset({'coffee', 'chocolate'})"
92,0.7700663850331925,"frozenset({'chocolate', 'eggs'})"
93,0.7064976865821766,"frozenset({'chocolate', 'honey'})"
94,0.7183665258499295,"frozenset({'juice', 'chocolate'})"
95,0.7475357071011869,"frozenset({'milk', 'chocolate'})"
96,0.7334540333936833,"frozenset({'chocolate', 'pens'})"
97,0.7213840273586803,"frozenset({'pepper', 'chocolate'})"
98,0.7127338563669282,"frozenset({'salt', 'chocolate'})"
99,0.7058941862804264,"frozenset({'chocolate', 'sugar'})"
100,0.7133373566686784,"frozenset({'chocolate', 'tea'})"
101,0.7117280225306779,"frozenset({'chocolate', 'tomatoes'})"
102,0.7674512170589418,"frozenset({'vodka', 'chocolate'})"
103,0.7264131965399316,"frozenset({'water', 'chocolate'})"
104,0.7246026956346812,"frozenset({'wine', 'chocolate'})"
105,0.7487427077046872,"frozenset({'coffee', 'coca-cola'})"
106,0.7722792194729431,"frozenset({'eggs', 'coca-cola'})"
107,0.7207805270569302,"frozenset({'coca-cola', 'honey'})"
108,0.7225910279621807,"frozenset({'juice', 'coca-cola'})"
109,0.7765037215851941,"frozenset({'milk', 'coca-cola'})"
110,0.7386843693421846,"frozenset({'coca-cola', 'pens'})"
111,0.7435123717561859,"frozenset({'pepper', 'coca-cola'})"
112,0.7368738684369343,"frozenset({'salt', 'coca-cola'})"
113,0.728022530677932,"frozenset({'sugar', 'coca-cola'})"
114,0.7165560249446792,"frozenset({'tea', 'coca-cola'})"
115,0.7594045463689398,"frozenset({'tomatoes', 'coca-cola'})"
116,0.7789177227921947,"frozenset({'vodka', 'coca-cola'})"
117,0.7670488835244418,"frozenset({'water', 'coca-cola'})"
118,0.7754978877489439,"frozenset({'wine', 'coca-cola'})"
119,0.7668477167571918,"frozenset({'coffee', 'eggs'})"
120,0.7250050291691813,"frozenset({'coffee', 'honey'})"
121,0.748139207402937,"frozenset({'coffee', 'juice'})"
122,0.7825387246026957,"frozenset({'milk', 'coffee'})"
123,0.7569905451619392,"frozenset({'coffee', 'pens'})"
124,0.7231945282639308,"frozenset({'pepper', 'coffee'})"
125,0.7415007040836854,"frozenset({'coffee', 'salt'})"
126,0.7183665258499295,"frozenset({'coffee', 'sugar'})"
127,0.7415007040836854,"frozenset({'coffee', 'tea'})"
128,0.76000804667069,"frozenset({'coffee', 'tomatoes'})"
129,0.7571917119291893,"frozenset({'vodka', 'coffee'})"
130,0.7410983705491853,"frozenset({'coffee', 'water'})"
131,0.763830215248441,"frozenset({'wine', 'coffee'})"
132,0.7696640514986924,"frozenset({'eggs', 'honey'})"
133,0.7616173808086905,"frozenset({'juice', 'eggs'})"
134,0.7813317239991954,"frozenset({'milk', 'eggs'})"
135,0.7744920539126936,"frozenset({'eggs', 'pens'})"
136,0.7626232146449407,"frozenset({'pepper', 'eggs'})"
137,0.7658418829209415,"frozenset({'salt', 'eggs'})"
138,0.7250050291691813,"frozenset({'eggs', 'sugar'})"
139,0.755984711325689,"frozenset({'tea', 'eggs'})"
140,0.756185878092939,"frozenset({'tomatoes', 'eggs'})"
141,0.7831422249044457,"frozenset({'vodka', 'eggs'})"
142,0.7575940454636894,"frozenset({'water', 'eggs'})"
143,0.7857573928786964,"frozenset({'wine', 'eggs'})"
144,0.7173606920136794,"frozenset({'juice', 'honey'})"
145,0.7565882116274392,"frozenset({'milk', 'honey'})"
146,0.7410983705491853,"frozenset({'pens', 'honey'})"
147,0.728223697445182,"frozenset({'pepper', 'honey'})"
148,0.7485415409374372,"frozenset({'salt', 'honey'})"
149,0.691812512572923,"frozenset({'sugar', 'honey'})"
150,0.7129350231341782,"frozenset({'tea', 'honey'})"
151,0.72017702675518,"frozenset({'tomatoes', 'honey'})"
152,0.7634278817139408,"frozenset({'vodka', 'honey'})"
153,0.7246026956346812,"frozenset({'water', 'honey'})"
154,0.7284248642124321,"frozenset({'wine', 'honey'})"
155,0.7555823777911889,"frozenset({'milk', 'juice'})"
156,0.732045866022933,"frozenset({'juice', 'pens'})"
157,0.7235968617984309,"frozenset({'pepper', 'juice'})"
158,0.7137396902031784,"frozenset({'juice', 'salt'})"
159,0.6887950110641722,"frozenset({'juice', 'sugar'})"
160,0.7252061959364313,"frozenset({'juice', 'tea'})"
161,0.7193723596861799,"frozenset({'juice', 'tomatoes'})"
162,0.7503520418426876,"frozenset({'vodka', 'juice'})"
163,0.7246026956346812,"frozenset({'juice', 'water'})"
164,0.7324481995574331,"frozenset({'wine', 'juice'})"
165,0.7608127137396902,"frozenset({'milk', 'pens'})"
166,0.7443170388251861,"frozenset({'milk', 'pepper'})"
167,0.7453228726614364,"frozenset({'milk', 'salt'})"
168,0.7115268557634279,"frozenset({'milk', 'sugar'})"
169,0.7507543753771877,"frozenset({'milk', 'tea'})"
170,0.7781130557231946,"frozenset({'milk', 'tomatoes'})"
171,0.7704687185676926,"frozenset({'vodka', 'milk'})"
172,0.7565882116274392,"frozenset({'milk', 'water'})"
173,0.755783544558439,"frozenset({'milk', 'wine'})"
174,0.7304365318849326,"frozenset({'pepper', 'pens'})"
175,0.7312411989539328,"frozenset({'salt', 'pens'})"
176,0.7093140213236774,"frozenset({'sugar', 'pens'})"
177,0.7205793602896802,"frozenset({'tea', 'pens'})"
178,0.7290283645141823,"frozenset({'tomatoes', 'pens'})"
179,0.748139207402937,"frozenset({'vodka', 'pens'})"
180,0.7336552001609334,"frozenset({'water', 'pens'})"
181,0.7412995373164353,"frozenset({'wine', 'pens'})"
182,0.724200362100181,"frozenset({'pepper', 'salt'})"
183,0.7006638503319251,"frozenset({'pepper', 'sugar'})"
184,0.723999195332931,"frozenset({'pepper', 'tea'})"
185,0.7169583584791792,"frozenset({'pepper', 'tomatoes'})"
186,0.7425065379199356,"frozenset({'vodka', 'pepper'})"
187,0.7404948702474351,"frozenset({'pepper', 'water'})"
188,0.727620197143432,"frozenset({'wine', 'pepper'})"
189,0.6883926775296721,"frozenset({'salt', 'sugar'})"
190,0.7274190303761818,"frozenset({'salt', 'tea'})"
191,0.7427077046871857,"frozenset({'salt', 'tomatoes'})"
192,0.7505532086099377,"frozenset({'vodka', 'salt'})"
193,0.7137396902031784,"frozenset({'salt', 'water'})"
194,0.7374773687386844,"frozenset({'wine', 'salt'})"
195,0.6976463488231744,"frozenset({'tea', 'sugar'})"
196,0.6954335143834238,"frozenset({'tomatoes', 'sugar'})"
197,0.728022530677932,"frozenset({'vodka', 'sugar'})"
198,0.7155501911084289,"frozenset({'water', 'sugar'})"
199,0.7062965198149266,"frozenset({'wine', 'sugar'})"
200,0.7292295312814323,"frozenset({'tea', 'tomatoes'})"
201,0.7525648762824382,"frozenset({'vodka', 'tea'})"
202,0.7286260309796821,"frozenset({'water', 'tea'})"
203,0.7342587004626836,"frozenset({'wine', 'tea'})"
204,0.7328505330919333,"frozenset({'vodka', 'tomatoes'})"
205,0.7388855361094347,"frozenset({'water', 'tomatoes'})"
206,0.7632267149466908,"frozenset({'wine', 'tomatoes'})"
207,0.755984711325689,"frozenset({'vodka', 'water'})"
208,0.7771072218869443,"frozenset({'vodka', 'wine'})"
209,0.7471333735666867,"frozenset({'wine', 'water'})"
210,0.7402937034801851,"frozenset({'butter', 'beer', 'bread'})"
211,0.7125326895996781,"frozenset({'beer', 'cheese', 'bread'})"
212,0.7117280225306779,"frozenset({'beer', 'chocolate', 'bread'})"
213,0.7131361899014282,"frozenset({'beer', 'bread', 'coca-cola'})"
214,0.72017702675518,"frozenset({'beer', 'bread', 'coffee'})"
215,0.7366727016696841,"frozenset({'beer', 'bread', 'eggs'})"
216,0.6942265137799235,"frozenset({'beer', 'bread', 'honey'})"
217,0.7115268557634279,"frozenset({'beer', 'juice', 'bread'})"
218,0.7127338563669282,"frozenset({'milk', 'beer', 'bread'})"
219,0.7384832025749346,"frozenset({'beer', 'bread', 'pens'})"
220,0.6932206799436733,"frozenset({'pepper', 'beer', 'bread'})"
221,0.7062965198149266,"frozenset({'beer', 'salt', 'bread'})"
222,0.6867833433916717,"frozenset({'beer', 'bread', 'sugar'})"
223,0.7048883524441762,"frozenset({'beer', 'bread', 'tea'})"
224,0.6940253470126735,"frozenset({'beer', 'bread', 'tomatoes'})"
225,0.7308388654194327,"frozenset({'vodka', 'beer', 'bread'})"
226,0.7087105210219272,"frozenset({'beer', 'water', 'bread'})"
227,0.7181653590826795,"frozenset({'wine', 'beer', 'bread'})"
228,0.6966405149869241,"frozenset({'beer', 'cheese', 'butter'})"
229,0.7034801850734259,"frozenset({'beer', 'chocolate', 'butter'})"
230,0.6904043452021726,"frozenset({'beer', 'butter', 'coca-cola'})"
231,0.6853751760209214,"frozenset({'beer', 'butter', 'coffee'})"
232,0.7284248642124321,"frozenset({'beer', 'butter', 'eggs'})"
233,0.6966405149869241,"frozenset({'beer', 'butter', 'honey'})"
234,0.7010661838664253,"frozenset({'beer', 'juice', 'butter'})"
235,0.6817541742104204,"frozenset({'milk', 'beer', 'butter'})"
236,0.7032790183061758,"frozenset({'beer', 'butter', 'pens'})"
237,0.6735063367531684,"frozenset({'pepper', 'beer', 'butter'})"
238,0.6823576745121706,"frozenset({'beer', 'salt', 'butter'})"
239,0.6745121705894186,"frozenset({'beer', 'butter', 'sugar'})"
240,0.6817541742104204,"frozenset({'beer', 'butter', 'tea'})"
241,0.6652584992959163,"frozenset({'beer', 'butter', 'tomatoes'})"
242,0.723999195332931,"frozenset({'vodka', 'beer', 'butter'})"
243,0.7014685174009254,"frozenset({'beer', 'water', 'butter'})"
244,0.700060350030175,"frozenset({'wine', 'beer', 'butter'})"
245,0.68014484007242,"frozenset({'beer', 'cheese', 'chocolate'})"
246,0.6590223295111648,"frozenset({'beer', 'cheese', 'coca-cola'})"
247,0.6853751760209214,"frozenset({'beer', 'cheese', 'coffee'})"
248,0.7012673506336753,"frozenset({'beer', 'cheese', 'eggs'})"
249,0.6666666666666666,"frozenset({'beer', 'cheese', 'honey'})"
250,0.6572118286059143,"frozenset({'beer', 'juice', 'cheese'})"
251,0.6783343391671696,"frozenset({'milk', 'beer', 'cheese'})"
252,0.7014685174009254,"frozenset({'beer', 'cheese', 'pens'})"
253,0.6378998189499094,"frozenset({'pepper', 'beer', 'cheese'})"
254,0.6608328304164152,"frozenset({'beer', 'cheese', 'salt'})"
255,0.6415208207604104,"frozenset({'beer', 'cheese', 'sugar'})"
256,0.6491651579159123,"frozenset({'beer', 'cheese', 'tea'})"
257,0.647958157312412,"frozenset({'beer', 'cheese', 'tomatoes'})"
258,0.6954335143834238,"frozenset({'vodka', 'beer', 'cheese'})"
259,0.6549989941661637,"frozenset({'beer', 'cheese', 'water'})"
260,0.6682760008046671,"frozenset({'wine', 'beer', 'cheese'})"
261,0.676121504727419,"frozenset({'beer', 'chocolate', 'coca-cola'})"
262,0.6710923355461678,"frozenset({'beer', 'chocolate', 'coffee'})"
263,0.7058941862804264,"frozenset({'beer', 'chocolate', 'eggs'})"
264,0.6533896600281633,"frozenset({'beer', 'chocolate', 'honey'})"
265,0.6533896600281633,"frozenset({'beer', 'juice', 'chocolate'})"
266,0.6664654998994166,"frozenset({'milk', 'beer', 'chocolate'})"
267,0.6900020116676725,"frozenset({'beer', 'chocolate', 'pens'})"
268,0.6576141621404143,"frozenset({'pepper', 'beer', 'chocolate'})"
269,0.6662643331321666,"frozenset({'salt', 'beer', 'chocolate'})"
270,0.6387044860189097,"frozenset({'beer', 'chocolate', 'sugar'})"
271,0.6580164956749145,"frozenset({'beer', 'chocolate', 'tea'})"
272,0.6451418225709112,"frozenset({'beer', 'chocolate', 'tomatoes'})"
273,0.6936230134781735,"frozenset({'vodka', 'beer', 'chocolate'})"
274,0.6704888352444176,"frozenset({'beer', 'water', 'chocolate'})"
275,0.6656608328304164,"frozenset({'wine', 'beer', 'chocolate'})"
276,0.6684771675719171,"frozenset({'beer', 'coffee', 'coca-cola'})"
277,0.6924160128746731,"frozenset({'beer', 'eggs', 'coca-cola'})"
278,0.6515791591229129,"frozenset({'beer', 'coca-cola', 'honey'})"
279,0.6576141621404143,"frozenset({'beer', 'juice', 'coca-cola'})"
280,0.6714946690806679,"frozenset({'milk', 'beer', 'coca-cola'})"
281,0.6777308388654194,"frozenset({'beer', 'coca-cola', 'pens'})"
282,0.6574129953731643,"frozenset({'pepper', 'beer', 'coca-cola'})"
283,0.6654596660631663,"frozenset({'beer', 'salt', 'coca-cola'})"
284,0.6507744920539127,"frozenset({'beer', 'sugar', 'coca-cola'})"
285,0.6453429893381614,"frozenset({'beer', 'tea', 'coca-cola'})"
286,0.6700865017099176,"frozenset({'beer', 'tomatoes', 'coca-cola'})"
287,0.6891973445986723,"frozenset({'vodka', 'beer', 'coca-cola'})"
288,0.6938241802454235,"frozenset({'beer', 'water', 'coca-cola'})"
289,0.6926171796419232,"frozenset({'wine', 'beer', 'coca-cola'})"
290,0.7056930195131764,"frozenset({'beer', 'eggs', 'coffee'})"
291,0.6650573325286663,"frozenset({'beer', 'coffee', 'honey'})"
292,0.6722993361496681,"frozenset({'beer', 'juice', 'coffee'})"
293,0.6934218467109233,"frozenset({'milk', 'beer', 'coffee'})"
294,0.7071011868839268,"frozenset({'beer', 'coffee', 'pens'})"
295,0.6459464896399115,"frozenset({'pepper', 'beer', 'coffee'})"
296,0.6789378394689197,"frozenset({'beer', 'salt', 'coffee'})"
297,0.6485616576141622,"frozenset({'beer', 'sugar', 'coffee'})"
298,0.6698853349426674,"frozenset({'beer', 'tea', 'coffee'})"
299,0.6688795011064173,"frozenset({'beer', 'tomatoes', 'coffee'})"
300,0.684168175417421,"frozenset({'vodka', 'beer', 'coffee'})"
301,0.6696841681754174,"frozenset({'beer', 'water', 'coffee'})"
302,0.6875880104606719,"frozenset({'wine', 'beer', 'coffee'})"
303,0.6926171796419232,"frozenset({'beer', 'eggs', 'honey'})"
304,0.7062965198149266,"frozenset({'beer', 'juice', 'eggs'})"
305,0.7016696841681754,"frozenset({'milk', 'beer', 'eggs'})"
306,0.7231945282639308,"frozenset({'beer', 'eggs', 'pens'})"
307,0.6775296720981694,"frozenset({'pepper', 'beer', 'eggs'})"
308,0.696037014685174,"frozenset({'beer', 'salt', 'eggs'})"
309,0.656205994769664,"frozenset({'beer', 'eggs', 'sugar'})"
310,0.6938241802454235,"frozenset({'beer', 'tea', 'eggs'})"
311,0.684168175417421,"frozenset({'beer', 'tomatoes', 'eggs'})"
312,0.7117280225306779,"frozenset({'vodka', 'beer', 'eggs'})"
313,0.6942265137799235,"frozenset({'beer', 'water', 'eggs'})"
314,0.7217863608931805,"frozenset({'wine', 'beer', 'eggs'})"
315,0.6642526654596661,"frozenset({'beer', 'juice', 'honey'})"
316,0.6785355059344196,"frozenset({'milk', 'beer', 'honey'})"
317,0.6895996781331724,"frozenset({'beer', 'pens', 'honey'})"
318,0.6427278213639107,"frozenset({'pepper', 'beer', 'honey'})"
319,0.6704888352444176,"frozenset({'beer', 'salt', 'honey'})"
320,0.6222088111044055,"frozenset({'beer', 'sugar', 'honey'})"
321,0.6525849929591632,"frozenset({'beer', 'tea', 'honey'})"
322,0.6415208207604104,"frozenset({'beer', 'tomatoes', 'honey'})"
323,0.7016696841681754,"frozenset({'vodka', 'beer', 'honey'})"
324,0.6618386642526655,"frozenset({'beer', 'water', 'honey'})"
325,0.6749145041239187,"frozenset({'wine', 'beer', 'honey'})"
326,0.6821565077449205,"frozenset({'milk', 'beer', 'juice'})"
327,0.7032790183061758,"frozenset({'beer', 'juice', 'pens'})"
328,0.6594246630456648,"frozenset({'pepper', 'beer', 'juice'})"
329,0.660028163347415,"frozenset({'beer', 'juice', 'salt'})"
330,0.6288473144236573,"frozenset({'beer', 'juice', 'sugar'})"
331,0.6765238382619191,"frozenset({'beer', 'juice', 'tea'})"
332,0.6501709917521625,"frozenset({'beer', 'juice', 'tomatoes'})"
333,0.684369342184671,"frozenset({'vodka', 'beer', 'juice'})"
334,0.6674713337356669,"frozenset({'beer', 'juice', 'water'})"
335,0.6789378394689197,"frozenset({'wine', 'beer', 'juice'})"
336,0.699859183262925,"frozenset({'milk', 'beer', 'pens'})"
337,0.6491651579159123,"frozenset({'milk', 'pepper', 'beer'})"
338,0.6660631663649165,"frozenset({'milk', 'beer', 'salt'})"
339,0.6250251458459063,"frozenset({'milk', 'beer', 'sugar'})"
340,0.6710923355461678,"frozenset({'milk', 'beer', 'tea'})"
341,0.6787366727016697,"frozenset({'milk', 'beer', 'tomatoes'})"
342,0.6811506739086702,"frozenset({'vodka', 'beer', 'milk'})"
343,0.6739086702876684,"frozenset({'milk', 'beer', 'water'})"
344,0.6741098370549186,"frozenset({'milk', 'beer', 'wine'})"
345,0.6706900020116676,"frozenset({'pepper', 'beer', 'pens'})"
346,0.6789378394689197,"frozenset({'beer', 'salt', 'pens'})"
347,0.6586199959766647,"frozenset({'beer', 'sugar', 'pens'})"
348,0.6775296720981694,"frozenset({'beer', 'tea', 'pens'})"
349,0.6672701669684168,"frozenset({'beer', 'tomatoes', 'pens'})"
350,0.7022731844699256,"frozenset({'vodka', 'beer', 'pens'})"
351,0.67994367330517,"frozenset({'beer', 'water', 'pens'})"
352,0.695835847917924,"frozenset({'wine', 'beer', 'pens'})"
353,0.6378998189499094,"frozenset({'pepper', 'beer', 'salt'})"
354,0.6208006437336552,"frozenset({'pepper', 'beer', 'sugar'})"
355,0.6459464896399115,"frozenset({'pepper', 'beer', 'tea'})"
356,0.6288473144236573,"frozenset({'pepper', 'beer', 'tomatoes'})"
357,0.6622409977871656,"frozenset({'vodka', 'pepper', 'beer'})"
358,0.6614363307181653,"frozenset({'pepper', 'beer', 'water'})"
359,0.6568094950714142,"frozenset({'wine', 'pepper', 'beer'})"
360,0.6250251458459063,"frozenset({'beer', 'salt', 'sugar'})"
361,0.6658619995976665,"frozenset({'beer', 'salt', 'tea'})"
362,0.6620398310199155,"frozenset({'beer', 'salt', 'tomatoes'})"
363,0.6873868436934218,"frozenset({'vodka', 'beer', 'salt'})"
364,0.6493663246831624,"frozenset({'salt', 'beer', 'water'})"
365,0.6809495071414202,"frozenset({'wine', 'beer', 'salt'})"
366,0.6356869845101589,"frozenset({'beer', 'tea', 'sugar'})"
367,0.6244216455441561,"frozenset({'beer', 'tomatoes', 'sugar'})"
368,0.6648561657614163,"frozenset({'vodka', 'beer', 'sugar'})"
369,0.6531884932609133,"frozenset({'beer', 'water', 'sugar'})"
370,0.6507744920539127,"frozenset({'wine', 'beer', 'sugar'})"
371,0.6588211627439147,"frozenset({'beer', 'tea', 'tomatoes'})"
372,0.6811506739086702,"frozenset({'vodka', 'beer', 'tea'})"
373,0.6672701669684168,"frozenset({'beer', 'water', 'tea'})"
374,0.6727016696841682,"frozenset({'wine', 'beer', 'tea'})"
375,0.6582176624421645,"frozenset({'vodka', 'beer', 'tomatoes'})"
376,0.664051498692416,"frozenset({'beer', 'water', 'tomatoes'})"
377,0.6781331723999195,"frozenset({'wine', 'beer', 'tomatoes'})"
378,0.6831623415811708,"frozenset({'vodka', 'beer', 'water'})"
379,0.7046871856769261,"frozenset({'vodka', 'beer', 'wine'})"
380,0.6831623415811708,"frozenset({'wine', 'beer', 'water'})"
381,0.7169583584791792,"frozenset({'butter', 'cheese', 'bread'})"
382,0.7089116877891772,"frozenset({'butter', 'chocolate', 'bread'})"
383,0.7095151880909274,"frozenset({'butter', 'bread', 'coca-cola'})"
384,0.7024743512371756,"frozenset({'butter', 'coffee', 'bread'})"
385,0.732045866022933,"frozenset({'butter', 'bread', 'eggs'})"
386,0.6974451820559243,"frozenset({'butter', 'bread', 'honey'})"
387,0.6994568497284248,"frozenset({'butter', 'juice', 'bread'})"
388,0.7022731844699256,"frozenset({'butter', 'bread', 'milk'})"
389,0.7077046871856769,"frozenset({'butter', 'bread', 'pens'})"
390,0.6970428485214243,"frozenset({'butter', 'pepper', 'bread'})"
391,0.6934218467109233,"frozenset({'butter', 'salt', 'bread'})"
392,0.6904043452021726,"frozenset({'butter', 'bread', 'sugar'})"
393,0.7022731844699256,"frozenset({'butter', 'bread', 'tea'})"
394,0.684168175417421,"frozenset({'butter', 'bread', 'tomatoes'})"
395,0.728022530677932,"frozenset({'butter', 'vodka', 'bread'})"
396,0.6976463488231744,"frozenset({'butter', 'water', 'bread'})"
397,0.7050895192114263,"frozenset({'butter', 'wine', 'bread'})"
398,0.7101186883926776,"frozenset({'cheese', 'chocolate', 'bread'})"
399,0.7054918527459264,"frozenset({'cheese', 'bread', 'coca-cola'})"
400,0.7258096962381815,"frozenset({'coffee', 'cheese', 'bread'})"
401,0.7463287064976866,"frozenset({'cheese', 'bread', 'eggs'})"
402,0.7014685174009254,"frozenset({'cheese', 'bread', 'honey'})"
403,0.6970428485214243,"frozenset({'juice', 'cheese', 'bread'})"
404,0.7246026956346812,"frozenset({'milk', 'cheese', 'bread'})"
405,0.7229933614966807,"frozenset({'cheese', 'bread', 'pens'})"
406,0.6932206799436733,"frozenset({'pepper', 'cheese', 'bread'})"
407,0.7058941862804264,"frozenset({'cheese', 'salt', 'bread'})"
408,0.6813518406759204,"frozenset({'cheese', 'bread', 'sugar'})"
409,0.6891973445986723,"frozenset({'cheese', 'bread', 'tea'})"
410,0.6863810098571715,"frozenset({'cheese', 'bread', 'tomatoes'})"
411,0.7328505330919333,"frozenset({'vodka', 'cheese', 'bread'})"
412,0.6867833433916717,"frozenset({'cheese', 'water', 'bread'})"
413,0.699859183262925,"frozenset({'wine', 'cheese', 'bread'})"
414,0.7145443572721787,"frozenset({'chocolate', 'bread', 'coca-cola'})"
415,0.7030778515389258,"frozenset({'coffee', 'chocolate', 'bread'})"
416,0.7290283645141823,"frozenset({'chocolate', 'bread', 'eggs'})"
417,0.6658619995976665,"frozenset({'chocolate', 'bread', 'honey'})"
418,0.6777308388654194,"frozenset({'juice', 'chocolate', 'bread'})"
419,0.7062965198149266,"frozenset({'milk', 'chocolate', 'bread'})"
420,0.7024743512371756,"frozenset({'chocolate', 'bread', 'pens'})"
421,0.6916113458056729,"frozenset({'pepper', 'chocolate', 'bread'})"
422,0.6885938442969222,"frozenset({'salt', 'chocolate', 'bread'})"
423,0.6708911687789177,"frozenset({'chocolate', 'bread', 'sugar'})"
424,0.6898008449004225,"frozenset({'chocolate', 'bread', 'tea'})"
425,0.6757191711929189,"frozenset({'chocolate', 'bread', 'tomatoes'})"
426,0.7089116877891772,"frozenset({'vodka', 'chocolate', 'bread'})"
427,0.6857775095554215,"frozenset({'water', 'bread', 'chocolate'})"
428,0.6833635083484209,"frozenset({'wine', 'chocolate', 'bread'})"
429,0.7071011868839268,"frozenset({'coffee', 'bread', 'coca-cola'})"
